gender,age_range,country,acct_age_weeks,user_id
male,30 - 34,IT,99,21133ac58a414246ac62e57b1066b986
female,18 - 24,US,36,36dd3478e635446887c04729197af540
female,0 - 17,US,30,86a472378be543aca2332d3def041add
male,30 - 34,US,190,4abf17c77cde4e4580b72e1cb5a9c6bf
female,18 - 24,FI,45,eb528c3566e3429eabf24a7eb094b8fa
female,18 - 24,PL,8,bf4bd50225eb4bfd90ba5caaaace5a9d
female,30 - 34,DE,171,176b24951f74419b9ddd0fe04b3444d8
male,45 - 54,SE,198,c30d3929c6b745d08f68b2de70e9e569
female,18 - 24,US,17,f5ae7d5596ed4021a1de83e6844badbf
male,0 - 17,BR,4,f1e54dcbd5944f89abb118c0aa55ed33
female,55+,CL,20,a16edc8c816149f6ab249c83b70c06b9
male,18 - 24,FR,36,d0ca3efd56bf45eea0451f00a08c9179
male,30 - 34,US,1,c371c00c461743f69f9ff3f5d6ce35e7
male,0 - 17,PT,85,201b8f9caa7e4885a21c0ec627199ebc
male,18 - 24,GB,346,54446ccd4dbb4735b709b1a870421a24
male,30 - 34,SE,196,9e133c6e82f7454abc9edd670bfa71d0
female,35 - 44,DE,148,5b66451e79b84cdb858d72927eabc351
male,25 - 29,US,152,7b1fd5410a9d49b49047e4eca5c5b12d
female,25 - 29,US,61,b53baacf49ef4b14a2ad75920144991e
male,18 - 24,TR,6,0a51a2942cbd4a8a893c6efbee57f332
female,18 - 24,BR,53,20c461c98c4f4eb6b5f790888aee3e73
male,35 - 44,CA,1,88f3ecf02ff8463e93cb45edb9a6fc69
female,35 - 44,US,3,1e2bba4ae66a4695b9d3b5e75b762fa0
female,0 - 17,US,28,06c47e6c6c4940b3b1a1781cee221a73
male,25 - 29,SE,53,e5b992a241ca47188d127938d6d280ae
female,55+,MX,2,2573487c291b4149b0601e8a373bf072
male,25 - 29,US,156,71078157518f4e1b911529ec5801db37
male,30 - 34,ES,4,73df977b74984bd0a15e0a36097e68da
female,0 - 17,US,11,8344fed9005f4f979b1920ac0f3e9780
male,35 - 44,CL,1,276052c2cbb345f48c6672401a66733e
female,0 - 17,DE,15,0d39c52787cc4d68ac71792f6f467c3b
male,45 - 54,SE,71,2426e48237654b11a52db3e4b200ba77
male,18 - 24,MX,0,30b0ce9bdb434eff8bce3a1a4c9cbe5c
male,0 - 17,TR,3,6631b468cc3d4149a9fdc2b973ec421d
male,30 - 34,US,198,31ff864f079d4b69abd342efe21a848e
female,25 - 29,US,66,c7f2c9e23378461692cd9092b0f6b3e1
female,30 - 34,US,204,b70bd3793b8a44aea63c8667b426eeb2
female,45 - 54,GB,133,7c663da1a46d45a0845d245e66ce68e5
male,25 - 29,US,0,dd9a5f7325ee44b6b2f5f85fad26a523
male,18 - 24,LT,23,e0ac34fc3d814ff1a827d15a717ed506
female,18 - 24,BR,61,c242766f81a744f7bdfb631584573b13
female,0 - 17,ES,40,dcab38b3b4d441e586c53d9d92e0c3e7
female,35 - 44,MX,58,016c6c16778d4ced93d347a8971920c1
male,0 - 17,CO,13,0a253cf129134c8781db6a59f5baab37
male,35 - 44,SE,341,73426f4d7f7242139fa966f659276fd0
female,30 - 34,DK,195,5f50c762f0024b188f68c9b6b1bcaf31
male,18 - 24,US,43,c5791160053043ceba3ed16066fe3084
female,30 - 34,MX,61,262e87f3161e4f4cbecab942addb4fff
male,0 - 17,US,3,1e9502e0aa62444c94a1d3e2b0d25738
male,35 - 44,CA,34,2db4dbd1c98e447a9a75c9c2b7289683
female,30 - 34,US,6,298007872471430e9d3979e2cad0f5a2
female,35 - 44,US,123,5f9e240533774af89acbbae558659378
female,35 - 44,US,19,8407fd4f67f54a5784b8924f3e047194
female,35 - 44,SE,196,7e24553faec843bb9b0319e9f5934f36
male,35 - 44,US,14,bf03597123d8453597b1bcac6a5a2372
female,25 - 29,FI,9,903b2414a07642d88fe06eb169c19bb5
female,18 - 24,US,94,b109be726f3849f19469d74de56f77e0
male,30 - 34,BR,36,d43bbbe2fc3142b9beeea46a86e7368f
male,35 - 44,IT,105,c3863f8c15f64a2f95dcfb23f6871e36
female,45 - 54,ES,127,e9c463f527614bada547fc54bd9d2cc8
male,18 - 24,US,7,fbae9c61b9a54c479dc716248f7d4ab2
female,35 - 44,BR,0,e24c6b166327477f9056d35189a95d09
female,30 - 34,SE,3,f01e4f89e7594775aebf568443ba5447
female,55+,CO,25,272edb9b6afc42dcabf30cc54f4c17f1
female,18 - 24,BR,4,abab7ff4325a425cb20371930c0e61cf
male,35 - 44,US,36,d56f509e6b19419d937b4bc25b77ad97
male,35 - 44,FR,12,e319ce285a154194a110921da914be9d
male,18 - 24,US,2,95150c7c8e454ef8a8d1648f3f18066f
female,35 - 44,GB,31,48a11140f002432bb4012e9cbe5dd3fa
male,0 - 17,US,57,98195d9ff6014659945bcdc97f906d22
male,25 - 29,MY,0,a0cf7721e54d4cbeb5f08cf4137ce322
male,18 - 24,NL,159,f4867d3136ec4e0ab2b608000455c36e
male,18 - 24,CO,58,1708b44033c94442a11757be3e846f8a
male,35 - 44,ES,9,a3a1ea3be3e5471ebb92376cd7fd0e56
male,30 - 34,MX,77,baba5d4d272b471d9e1edf0619f7953a
male,18 - 24,BR,5,dea868ae65724ed290336b929fa114ff
male,45 - 54,ES,300,f7270f1ff84b483b97ba557fcf680a5b
male,35 - 44,US,125,0525d2a0883f41479f4ca504fc3d5f27
female,30 - 34,US,63,4a6c2c29cdd34602ba833ae8bbb9398c
male,18 - 24,MX,25,095f6b1a49604bd692f9618cb4bf08be
male,55+,SE,287,45f1495bfb4140ac9809144d3af1bf36
male,55+,US,100,0b766072a3aa4038885c985adebdcc05
male,18 - 24,AU,108,979cb344f7254c9dbfbf772cffc61adc
female,18 - 24,AT,59,2f7a74a7f0284db7927f7ca6586f198b
female,25 - 29,FR,51,4d94a1b35d1547f89bd0355b4eefa025
male,35 - 44,US,120,718d0d1dbf464fd3ad53731b4e2d5033
female,0 - 17,MX,15,30e4099b989341648a490ec609703f75
male,35 - 44,BR,24,3cbe695d17df4c8ab369960fc385e579
female,18 - 24,DO,73,a3f0d866b91e4857a11a062c6a9e1b20
female,30 - 34,TW,48,5fefed13a16441d59cbf45ad632b3129
male,30 - 34,GB,143,e5a7c508f71d41889543c0427fed00f8
female,18 - 24,US,189,4d431dbe1289438292c7b05884eb3f22
female,18 - 24,BR,68,9a5986d05bff4ed3a8ff287370f19b2d
male,18 - 24,NZ,78,a1fe51921f264335bab2bdac67053e2b
female,30 - 34,CA,18,c35402ec672042789d27244c3a933b84
male,35 - 44,DE,1,c024cfd6120e4c5bbe98dd58e3240a0c
female,25 - 29,MX,70,c03e194a9afc43ac96e02a2e72eeab2a
male,18 - 24,US,176,ccf85e9d2e1b41bab17d956144ab7592
female,25 - 29,CL,20,e682454018db47d78ec594fa22464659
female,35 - 44,SE,289,22ad31582cee46d3afe0fbf9b04f3142
female,25 - 29,TW,60,20309bb42d6c4ecda26e46abe235a986
female,18 - 24,US,4,203881a31b3f4b3ead51005cbfd226d8
female,35 - 44,US,122,2abe4c7c50c74eb3b1407f31a263c2c1
male,35 - 44,ES,90,01a642d83b3249ffbc0fdd2f1188ffc7
male,30 - 34,AU,7,135e00bf36714af09d5e25ae6192a92d
male,18 - 24,US,48,49cabcc623e846ee8f1c933721e7023b
male,18 - 24,DK,93,9fd6d22a6d3043f4ae7461c11d5bb661
male,18 - 24,US,66,6c9a9f77f1f24b0ebd91c2c69b2566ea
male,45 - 54,SE,192,819f81e1fa5d42418a5aa0a461ce4165
male,30 - 34,GB,222,47413fba459a4d2b9c07e37a49677f93
male,30 - 34,US,132,88d9ebf59f124a6b99cd30ad0464322c
female,45 - 54,NL,98,e29b869d48944da0ba8627c5bee2556b
male,25 - 29,US,133,8c4480e7c0944477ab61c163d372da3d
male,25 - 29,CA,6,9ffc8c83f3a84aeba23bc387b9c19791
female,0 - 17,AU,21,91ad8d0b05954c8397bb5ce790c83b55
female,25 - 29,US,50,1353c510ffe84f2480270d18bcbfae05
female,30 - 34,PL,21,d1c2f11cba6f421ba1941dee3c560b5d
male,35 - 44,GB,321,ea0403b12c3640149fd5980ac59239b5
female,18 - 24,CO,5,3c841789bc6c436c8a3d365ce599113d
female,55+,US,60,ab7563084aae484b97e5c747d703d886
male,18 - 24,IN,3,b315e6cfadf64e3da1a48cc193f223d7
male,0 - 17,MX,31,bc628c1d39414b55851bf0e35764bf52
male,18 - 24,DE,40,8de7e0b800c841a7ab8a0577cd3fcada
male,18 - 24,SE,338,ea58ab9915d3401d805594efd886fc38
female,0 - 17,DK,57,f811be526add47f79ee5baf639d05c42
male,25 - 29,GB,0,4b6d519f049d4974aa1972c4fb29abcd
female,0 - 17,US,63,e47b67bbb9b844839f0f1192bd39a94a
female,18 - 24,US,5,9663b1e7d3b4447db39b00b1109fe345
male,18 - 24,BR,27,9bf851b9b2604477b944c1adba97f6c3
female,25 - 29,ES,271,855e97c043064672a57f6b18c7da36de
male,18 - 24,IT,123,43f0ea77ddb74ac6ab101b75424ac951
female,30 - 34,DE,18,39cb319700864272a1db5666bf40c256
male,18 - 24,US,1,432c1897e5e6499997d3432b1dfa9ab4
female,0 - 17,US,4,c823876395744083b61dfb641d665472
male,35 - 44,GB,41,01c1bd0679a9426d8f0bdc340cba936f
male,18 - 24,US,10,adf7676543ae424ba2b2d25d0e0f55e7
female,30 - 34,US,195,882f313dfcf044c6b45891d1c691b408
female,18 - 24,US,36,40190f7890ed47b1a5f7e9ecf84cf632
male,55+,TR,6,4bdf50b4588840af907299c8db205542
female,25 - 29,GB,32,fec6dfe5a7244fa1b9bcc3a5660c656a
male,35 - 44,US,210,254fd796694c4c9986d531afea0c2134
female,0 - 17,CL,83,f71e73426ffa44dc93d11c825a251758
female,18 - 24,CL,41,4fe168c5cb1e4121a5f740eedb955b42
male,30 - 34,MX,44,927c8ee9c8254bd7b48b727a32314a4e
female,30 - 34,IT,57,2941110058a54c54bfdfa9513c867762
male,35 - 44,PT,138,8707e13aca354c718a860780cf6c0431
female,0 - 17,DK,5,df8e307e578441338cb99ae2300a2e86
female,30 - 34,BR,30,e86e522ecb8e49aeb2725f09c101c9cd
female,25 - 29,GB,94,e3819136accc4e40b6d1a93d9a4206cb
male,35 - 44,ES,2,ed827f3e86a64fc3a4b85066afbd1b50
male,30 - 34,AU,81,87ea42586549484aa4d2168a01815e95
female,18 - 24,US,50,5a7a5494c7524c3eb491369402338679
male,18 - 24,GR,64,285515353cf54e3cb321d2e55235d33b
male,25 - 29,CL,24,0a0cde143c7648ea86095f671d09ea87
female,25 - 29,AR,37,5f631b6a502540c18ada85791b3fc8bf
female,18 - 24,US,0,6378c0b42caa44089213a55000dd5b18
female,25 - 29,IT,129,a1ebf97b4dab4bd1858b7975be8cac90
female,25 - 29,US,19,bf3e8f6761e948c1a2f3622fb16c1c94
male,30 - 34,DE,15,fe5f725079434274be4319cf548296a8
male,25 - 29,PL,51,a343840959d749799f70394e2be35b55
female,18 - 24,US,35,aa6b2ba7884144a08c17a7cf540d00bc
female,18 - 24,PH,6,626cb83a58044df5ac6ca18941913448
female,25 - 29,US,31,c251a251059a44688764050f88e23577
male,25 - 29,US,113,f5bbc771eab647e0b43ef6d92c26622a
female,0 - 17,US,96,f6aa1485613645848f009f18560fdf94
male,30 - 34,FR,35,7bc356607fd74c86a177838359be1705
male,35 - 44,AU,20,eb61faeeb74b4577b222c80891dc0457
male,18 - 24,US,3,d69a3ad446b74dc2b5e77926869b07ef
female,0 - 17,DE,10,d9388a5f78af490f8bdebd4947c8be36
male,18 - 24,US,4,65cb5679d68d4510af502cc058769555
male,18 - 24,FR,128,c76a73997d1a44c38c7e35db6a3594c4
male,0 - 17,TR,21,155e474420bc46aebfd49ccdfed60e7c
female,0 - 17,LT,19,c72094c089454f8cb2873d96eeafb758
female,18 - 24,CA,60,dd3ab2fb63a84d5e9da2f2f6e57fc845
female,30 - 34,AU,160,475cf1594f2849569c142cf8c7934f4c
female,18 - 24,PH,15,bf638ac9c53c405fb2ee0727d45f72d2
male,35 - 44,US,22,f0ae9c962d9342fe832767611982f20e
female,25 - 29,US,13,6a5ebb1d461a498ebe2cb58d604e242d
female,25 - 29,US,61,80501d3e2d4e486683de8f802e162cd6
male,25 - 29,GB,24,49334f91c7d348418e9131ecbaf4939a
male,18 - 24,FI,201,bad2d42512cb462d86d846c539a96a9b
female,18 - 24,US,14,12525fa3ba5249b985bd41e1ea1e5877
female,30 - 34,SE,331,751735368dd04bfcb70fd1692d0f5085
female,18 - 24,DE,107,84dd9cbe5b1b422a8ceebc4006a00af7
female,55+,AU,77,aa3282c7444c40a999b84bad26626a6d
male,18 - 24,US,9,e75b8204a1dd4d909a614a8ebeb67466
female,18 - 24,US,5,0728fb10ae2249ab82bd2dd4a3f8b88e
female,45 - 54,US,202,2a0aa4d5a75042fcb359407e86771b09
male,18 - 24,ES,16,57a672f201e245fca338c9530a86391a
female,18 - 24,US,60,5de08237049a4faa9e0202fc4c14a042
female,18 - 24,US,0,7708f91bfeb34a4c805dbf713b0f7ff3
female,18 - 24,US,52,f976af3aff384a3682a634210144fc9e
female,30 - 34,US,77,faaca265274f4deaa8371bbb91500441
female,45 - 54,IE,96,6c7f0cab8dfd4f7bbd5783e927824c00
female,35 - 44,US,57,8e51fdffe75c442fa7affe46f1626954
female,25 - 29,PL,130,eb602330b29d47d4a520a18fe2ffddc1
female,25 - 29,BR,1,f9e362743772414fa73a30405affeae5
female,18 - 24,US,16,242195ae56f44166894bc57d45457fc7
male,18 - 24,DE,167,8d32f465b92845a08e233ce9008b672f
male,30 - 34,MX,49,c08d854610d443ff90193a71ed50c708
female,18 - 24,MX,127,094c28f1e34846ea96185bf10220c8f1
female,18 - 24,BR,67,0fc1280f17684cae88269b29f9485ffb
female,25 - 29,US,40,e59ef76fcaa842d9b23ba41839a77b43
male,30 - 34,MX,77,77535fd25d2f436fa5115b495587ba20
male,30 - 34,CA,52,5764f685aef7451bb0c096ba64b3a34d
male,55+,GB,7,6742dcffe2b54c4ba40e27bca557bc48
male,45 - 54,FR,49,2a759cafafea4230b741864c35c0e128
female,25 - 29,PH,27,3369893db19a41e3a098ac82456cbeb8
male,25 - 29,MX,111,61ff8bf66f874caba9eeafea02cc6a44
male,18 - 24,US,10,7ad1faf8610a4611a81a4dd66c3f5db4
male,30 - 34,MX,30,4f913e955d574066b8df872af51a0d11
female,35 - 44,MX,35,4517f6f2114e44dd997dd266ca55bc7d
male,18 - 24,US,1,d697647b784b440e8005eb3fb9761674
male,0 - 17,IT,90,527b93daffe54655849ffd60b28e67db
male,25 - 29,BR,26,9c544c73c8c14c25a1d51cc293813ab6
female,35 - 44,PH,-1,b68ab552aa18457290a7108d99193d9b
male,18 - 24,PH,67,d93b1dbbba924272bf689cd58b0c1e19
female,0 - 17,GB,65,4c8cdc1e0b754224be10f47aacd664b3
female,0 - 17,PL,9,63a4e20a7b244c29989973129c139cba
female,18 - 24,US,159,74d4302a206a4d12b0054fe804051087
female,18 - 24,ES,3,04e7dc649bf945079975472490bf226f
male,30 - 34,ES,199,3259c9416e7349d6a7f3bf18183c8172
male,25 - 29,US,11,91d29bad9b67417389f8e810266a247c
female,18 - 24,HU,46,8e225a7c009d466aa815aad0cd9ec900
male,18 - 24,DE,148,9fc9bfe2bf6640a0b7ffe8a2a2536da0
female,30 - 34,US,192,9a6bd8f779224e058debe6c69445b509
male,18 - 24,AR,51,fc25c8dc4ed04f9f99927038eaf4d147
female,45 - 54,US,57,0e41dffb12714afea83de341894780db
male,35 - 44,US,9,b4cc74c14a7d40edb8a17826aed36440
male,18 - 24,DE,88,cc255b355293416fbc5eb7632b0e79b7
female,18 - 24,DK,11,5b82ba9d2a584e8696eb298ba8254e73
male,18 - 24,AR,1,95af4e49ce9141c6a9152f4993518e3a
female,35 - 44,US,30,b3dfde8b3ca846ebaeb54a1f75af2890
male,35 - 44,PT,9,20179647051a43fc9728d163923b0288
male,30 - 34,ES,45,efb83d4251424c73b151fb4db131c3d7
male,25 - 29,BR,7,f9b17f5323224192906399da391a6825
male,35 - 44,DE,49,5a07e46eb6914b6a8733a923735be5b3
male,45 - 54,GB,65,f69edb3c127f414d82299ab25ea3af71
male,0 - 17,AR,2,9b475377c90349ddabbf3c8c17a170cd
female,30 - 34,US,17,b5b01729a93840d29f5d3495f965df13
female,18 - 24,FR,41,9c05280d62ba4e4fbad1c6648a338733
female,18 - 24,GB,145,9917f8c8a3544e58b312a22e0073097b
female,55+,ES,166,29ad0220e2fa4ec885c97cf390371a09
male,55+,DE,90,360f6eac440747e4a301f4009464c18e
female,18 - 24,BO,46,25f92a2adabe4ef9b61cd294f6b82380
male,30 - 34,CR,58,0b84daa5be004025b8f51575311a5679
female,25 - 29,SE,44,2494d82d1f2c4d21b6db99e17bb43957
male,0 - 17,BR,1,8feb3a4710364a0e8cdd7205e895df94
male,30 - 34,US,193,8ec8cedcef9c4132b526e2d489ffc12d
male,30 - 34,US,215,c094fbe3771f490faa8b3cb2444d98a8
male,55+,NL,201,6330c3a9264b41c59331c01eb7edf6b9
male,18 - 24,US,1,851125242ffc4bffb8686739810118a0
female,35 - 44,NO,190,645cc8d3907b4d7588a2b0bf3656157e
female,35 - 44,SE,204,095a2bfa05a94a379437d7f1bfa3ccb5
male,35 - 44,ES,46,062cdc613f3e413096b87f654462cd06
female,30 - 34,BR,8,457fb6ebbcdd4c37993e64ce2ad59c06
male,55+,US,62,4b23cd73ad4c46beab76351eef1b759e
male,25 - 29,FR,33,4688f7660b314fb582b7e6011de99317
male,18 - 24,AU,64,63b4fb9655b54a308ce5771d538963e5
female,0 - 17,SG,53,effee98e51a94a6297be736143a1107b
female,18 - 24,US,26,83b47328526d463eb986433896820447
male,55+,NL,103,9ff80cd2b9a24118a922a69cad2cb48d
female,0 - 17,FR,1,905959ca83ed44debaf383f2a635022a
female,18 - 24,GR,31,e80d1b05bc8c4909819c92bcabf85dec
male,30 - 34,GB,82,9ccab0009b064ba4a7805fbf16ed7320
male,35 - 44,MX,43,6ed0b815bb8f415180c004fb452388f8
male,35 - 44,SE,307,7f09abd5a4da40168c3937a20ef1d7ab
female,18 - 24,FR,194,4896df4ca36b4372bfa9e3363bdd5f0a
male,18 - 24,US,30,7a9125329eb94e79b98a3fb67e1c8ffe
male,35 - 44,US,41,c0216f4985784461984f06674a7f9173
female,30 - 34,BR,61,23c8571cedbf4435b6da90ca5833139d
male,0 - 17,ES,78,1560f700aa7b49c2a7e359a2d278216a
male,45 - 54,US,10,9f6826dafa7e4b9482a0bba7066de584
male,45 - 54,AU,176,c95a00bc3fa14b72ababe3df837faae0
female,30 - 34,EC,88,c36cb933a01c4feb8c0cf8b5f7bbea65
female,18 - 24,US,119,c7b96256a208421485bc69d2b01d3235
male,30 - 34,US,55,87b8cb781f9c4032977c8b52dbf9827f
male,25 - 29,US,18,bb6a8fa973a945309e2e6fb8efd792f9
female,0 - 17,ES,17,02992ac66db14be8bf4b8e16c69f6473
female,18 - 24,US,58,ac0006612fbb42dabdf9c8b1a88dce47
male,35 - 44,US,206,a556431ae7b74a4991b3c056227bc770
male,18 - 24,DE,95,75d85654f2ff4b58b6219ebbe5c3a63d
male,25 - 29,US,165,f2997ef95bc744c2ba93e2e285849383
female,18 - 24,DE,68,ea856985cb08470597431ba6d26572d6
female,0 - 17,US,88,1a78e1b7d2d74224ae1e302ba2a9193d
female,25 - 29,US,1,e122d893a55b4897a20ae1b475595bd5
male,25 - 29,DE,106,574aeade86b449599cdc11453c21d1b7
female,18 - 24,US,65,1f3d7b15147649d990973152b9ac42fc
male,45 - 54,DE,10,2d06342dcba648449f638c459439d425
male,35 - 44,GB,347,3341cfea00a54dcdb599b46758f9ed67
female,35 - 44,ES,29,5f823413138948bead9be05d0e6e6461
female,18 - 24,US,6,6a0791a1eb3d44e39466ef52f641e7d7
male,30 - 34,GT,37,85f2d40b7e984ef8945cc5285f1eff99
male,30 - 34,US,128,0d5fa2a72f0b49aaa4488f5691abc4e1
male,18 - 24,US,57,fc67be72099948e6859ed1e79cca156b
male,25 - 29,BR,0,413c1576881b41fd966272fcbdd45ee5
female,35 - 44,GB,2,23240bf0edf24ee0a29dd17448f7b10e
male,35 - 44,FI,291,233bbbe045d6473a9ce2390257467574
male,25 - 29,ES,127,4cde334f92884363a5d31d472dcacf82
male,35 - 44,TR,5,54c6a912d67e4073aaa5c906ce8b19a7
female,35 - 44,GB,93,eb4f084cd44847d3abf92cfb2a72db5c
male,45 - 54,US,163,104ab65337e24ec6b7743c807d7f1492
female,45 - 54,US,5,2a8167c3b13548f49974b565ba226fa9
male,18 - 24,US,9,114c31df4cea4ba5b346c2980843014d
female,0 - 17,US,3,5089fd7d54524752b658d7f6e415bf6f
female,25 - 29,PT,12,857f1ddc23d843a1a0f858c44d6555d6
female,0 - 17,IT,105,29c01857865947829ab0c75641712a18
male,25 - 29,US,221,121701e6fae04e19893f5d10e614f166
male,18 - 24,US,131,c4ccd447399e46258141a8171755b28b
male,25 - 29,US,5,d52de66aa50f404e893b968cd4abbc28
male,18 - 24,MY,17,5389270b4ad14e129cf293c6da6070f6
female,25 - 29,BR,20,45d6c49f5f414015a133a095c7ab0f1a
male,35 - 44,IT,22,49734a67157f43549d02405102ab878f
male,25 - 29,US,122,1abbd041dac84254b2f46222989fa0ea
female,18 - 24,US,56,3a2d73f29f9d4878af09aecb44ab242b
male,25 - 29,AR,48,04eeaf082c1b4721a72c9ed3aed7798b
male,35 - 44,US,22,ffdc2d9ad5a1454a8ee5176388b1109e
male,30 - 34,MX,2,f109aa98fcf24ce3888027c561dc72f2
female,30 - 34,SE,79,cf4da8f1ebd641aa8d6504ae7fde9ac3
female,25 - 29,LV,128,d131cecaa41e414bb781e4734bac5630
male,18 - 24,MX,127,6104410d2ef54616ad1ced5535054ea1
male,25 - 29,MX,126,b934f50fa975449aad0b57075096a448
male,35 - 44,US,92,6951f22f7cdd473bb03f7a6611b92c37
male,35 - 44,DE,8,2e2196370c0e4f02b5e9ce12a127e0da
female,18 - 24,DE,176,3a815e1aa43645d086cc48314561f7ed
male,0 - 17,US,29,c0c3dc8cb4f247b293ff81e16e178436
female,18 - 24,US,13,cd3a9985af73435183f490e797d3601c
male,25 - 29,US,29,32b74ddc30b2470bb66d658155526a0c
female,25 - 29,US,152,583a120d683847bc81753229c9ef0610
male,25 - 29,IT,138,f3c500e171fe499ea32622ce7478c26b
female,45 - 54,GB,86,5b16e1e528694949b22e9599557d06e2
male,0 - 17,CA,9,5ce016a62dc3496f8d774963552a8119
female,18 - 24,MX,48,7708d858c0994e7f986eadb10852a5d4
female,30 - 34,GB,-1,1abcb68021c64e6e8c7893b6279bb677
male,18 - 24,IT,109,3afb0a533b0a437086f6f9dcde1e3400
female,0 - 17,ES,211,51534d97e0e14b118ac8c00f9dfa8955
male,25 - 29,SE,70,5cfd507b190148e9a97b32616e1954ed
male,18 - 24,CO,20,9478dd91432e41c98807ff5bebb7e198
female,25 - 29,US,59,d32ba8735a3d4569b14999a2696a51b7
female,25 - 29,AR,47,e0bc732725e44f10ab4738aea9c416ea
female,18 - 24,TR,12,f1156141aa1340d0aa34fb734f8c30a7
female,30 - 34,US,177,40529d33232d4e69a1848b1dba8bf087
female,30 - 34,US,204,ca314d04c5914370b5083f3c626db96b
female,45 - 54,CH,111,e71b61a3b0a142e2aa3e43192316a890
female,25 - 29,US,75,37e391fe0e154e4ab86b600b500e85ba
male,30 - 34,FR,329,9a77079704ba4356addfff969732eaa6
female,55+,ES,79,ac08efc55750449ea484f0ef75ffab33
male,25 - 29,PL,19,a97ff3a21d304b1eb5cd68e241b7a828
female,0 - 17,SE,4,43238a58605b4205b54445bd6d356e8a
female,0 - 17,US,7,0179cf1fa7b941fdbbc214e61f01e283
female,30 - 34,PH,15,cc57540e06e5476abcfee7580fd966f5
male,25 - 29,NZ,102,ae4cc4b31328460c825ced0c217bd164
male,18 - 24,GB,109,206ff7cf94c2418586fae3ecb74a7a0b
male,30 - 34,NL,9,bba3af8ef7d74b7e86c50f8f5fa59c22
female,0 - 17,IE,1,5815181c862b45468c4953ff511ed2c3
male,55+,PH,1,3c23e680a4f64bd0825015fa1ba35257
male,35 - 44,MX,1,3de0d1865be04725869d84eabe15647a
male,25 - 29,DE,27,ae21af3f42f14eb28c9a169829ca729d
male,35 - 44,MX,27,34f8792dbad943b79d43667cc3ea07fe
male,30 - 34,MX,94,f21432a1b9ae408cab3307b83381aa2d
male,18 - 24,US,190,b374c180749a4129b402102a6cd42eab
female,35 - 44,FR,4,fc28a3b3e7bc478fa648120d87ad0b3b
male,18 - 24,US,23,8dbca68750d74bc9bd307619fd492575
female,45 - 54,ES,195,44c7ae2296d24744ba6f4fb5465fb2f5
male,25 - 29,US,85,aa93556c70334eb28f135b1837dd9c8b
male,25 - 29,US,3,4d161bbf15b94edd87a6e6d12fad74e2
male,25 - 29,DK,84,de5ab3af58e644048e28cdd58b15d196
male,18 - 24,BR,16,eeac35f730ff4218b011d6dce1e97f14
female,0 - 17,SG,100,6a8e67b44d3740aeba90464baf0d6d3c
male,18 - 24,US,23,4ea4f6aad16a4a1ba5ca2827ce31213d
male,18 - 24,US,9,50f1977ce2994456a0bda6972b6f3fbd
male,35 - 44,SE,309,1aaa3f5f6fd04507932452149dd87c00
male,55+,DE,40,cb65070390de4f3abe34f66432994911
female,0 - 17,MX,21,4f5a12440afc4fdbad2a7553e91a0c42
male,25 - 29,AU,3,29a51b365c854cfa8c6a2c6aece8adf9
male,0 - 17,AU,16,307450b5bf5840bd986b607fd6d2a690
male,35 - 44,ES,300,26591313929344c19a304f2913670f41
female,0 - 17,AU,62,da7ad61ca3c74dafb51ce75003fd915e
male,25 - 29,US,11,8cad46baf65f42619e8c3d2a95600ddf
female,25 - 29,SV,59,c4c2874d5ed84eb2b496060a29b9ac3e
male,18 - 24,US,124,b79be37b434842cc8b5066e07556a6b4
male,18 - 24,MX,83,47517e9f7e1e404e8189ffcb7970ec53
female,35 - 44,PT,139,efcdf22227f845e9bef708a4ba94ceec
male,30 - 34,US,179,5ac2a9469e8a4469807fd2a46b3f08b7
male,18 - 24,BO,63,49ade0caea5e4210a248ee50d6ff1ccc
male,18 - 24,IT,0,e884bc463d8f430fb6fcbdb198635fd0
female,25 - 29,AR,29,e8be2c5b47384301afe513b7adc88070
male,45 - 54,US,0,f080181bab2043698590c3725a25c1a3
male,35 - 44,CL,22,eb85cd528764411cb25cd4462744f1d3
male,18 - 24,AR,0,86fcadf17f6c4fadb66a83f1907a510f
female,45 - 54,NL,4,011dce6b588244aa9a17a2efda1cb26f
male,25 - 29,AR,1,03c257ff2d1f4823ab98a9c03cec0cf6
male,18 - 24,US,28,0ce47d5da9554da1a6b425c380a57ed8
male,0 - 17,DE,0,100d7ef1393143d99514a8eeb6cf8e08
male,55+,FR,294,a379a4e3a8134f12bef8db4e2b62fa1b
male,35 - 44,SE,316,da3330b2a60047dc993a84a82f3bcb41
male,18 - 24,GB,210,d0f3ef0b41d14023a236c1227eb6940d
female,0 - 17,US,88,d415b10755bc4856b64f0f86d69e41b3
female,30 - 34,US,5,0194059feb23448cb610895187cd42d2
male,30 - 34,DE,140,167e2345bbe9490d83cd8e78cff73811
female,35 - 44,US,203,f5d124ff484c494f89b496e9079c26ac
female,0 - 17,SE,255,d14f759dff464b089bfe1bb65de1fad0
female,25 - 29,US,202,0ba5c03b89b842bc8b56cc1c5421a9ec
male,30 - 34,US,25,fc5cef3e914b4743b39d8edde779b1f9
male,18 - 24,US,49,0f74dee118a14445b1172020050212dd
male,18 - 24,BR,1,11a871ad83274457b63e1d16df0f7dc3
male,55+,CO,9,2bb1e4ae069b41adad11ac0d1275e052
male,35 - 44,US,4,9bbca05be7b8478d9a2463b038a3cd6c
